ID,text,target,url,date
ko_gpt_106," ""아이폰5, 아이패드 미니, 아이패드2가 온다""",0,,0000.00.00. 오전 0:00
ko_gpt_107," ""삼성, 애플에 특허침해 소송""",0,,0000.00.00. 오전 0:00
ko_gpt_108," ""애플, 갤럭시S3에 소송""",0,,0000.00.00. 오전 0:00
ko_gpt_109," ""우리는 이미 늦었다"" vs ""그래도 아직 기회는 있다""",0,,0000.00.00. 오전 0:00
ko_gpt_110," ""우리가 만든 앱이 아이폰에 들어간다""",0,,0000.00.00. 오전 0:00
ko_gpt_111," ""삼성, 구글과 손잡고 애플 '아이패드'에 대항""",0,,0000.00.00. 오전 0:00
ko_gpt_112," ""한국, 중국에 추월당하다"" vs ""한국, 일본과 격차 더 벌릴 것""",0,,0000.00.00. 오전 0:00
ko_gpt_113," ""아이폰5S, 카메라 성능이 좋아질까?""",0,,0000.00.00. 오전 0:00
ko_gpt_114," ""중국, 미국산 콩 수입 급증""... 무역전쟁 여파",0,,0000.00.00. 오전 0:00
ko_gpt_115," ""삼성·LG, 애플에 이어 구글도 특허침해""",0,,0000.00.00. 오전 0:00
ko_gpt_116," ""구글이 한국에 진출한다면?"" vs ""구글이 한국에 진출한다면?""",0,,0000.00.00. 오전 0:00
ko_gpt_117," ""중국, 미국과 무역전쟁서 양보할 수 없다""",0,,0000.00.00. 오전 0:00
ko_gpt_118," ""삼성, 갤럭시S3로 애플 잡는다""",0,,0000.00.00. 오전 0:00
ko_gpt_119," ""갤럭시S8, 갤럭시S7보다 성능 더 좋다""",0,,0000.00.00. 오전 0:00
ko_gpt_120," ""삼성, 애플에 특허침해 소송 제기""",0,,0000.00.00. 오전 0:00
ko_gpt_121," ""이제 집에 간다""발묶인 괌 관광객들 일주일만 귀국길 엑소더스",0,,0000.00.00. 오전 0:00
ko_gpt_122," ""한국도 지진 안전지대 아니다""",0,,0000.00.00. 오전 0:00
ko_gpt_123," ""한국 IT 경쟁력, 日에 뒤진다""",0,,0000.00.00. 오전 0:00
ko_gpt_124," ""한국이 IT 강국""",0,,0000.00.00. 오전 0:00
ko_gpt_125," ""삼성전자, 갤럭시S3 공개...3D 기능 강화""",0,,0000.00.00. 오전 0:00
ko_gpt_126," ""애플, 중국서 아이폰 판매 중단""...아이폰X, 아이폰8보다 못해",0,,0000.00.00. 오전 0:00
ko_gpt_127," ""한국 IT기술, 세계를 놀라게 하다""",0,,0000.00.00. 오전 0:00
ko_gpt_128," ""한국이 IT 강국이 된 비결은?""",0,,0000.00.00. 오전 0:00
ko_gpt_129," ""아! 내 폰이..."" 스마트폰 배터리가 없을 때 어떻게 해야 하나스마트폰 배터리가 없을 때 어떻게 해야 하나",0,,0000.00.00. 오전 0:00
ko_gpt_130," ""내 손으로 만든 내 폰""···LG전자, 'LG G4' 공개",0,,0000.00.00. 오전 0:00
ko_gpt_131," ""구글이 한국에 오면 좋겠다""",0,,0000.00.00. 오전 0:00
ko_gpt_132," ""아이폰7, 혁신 없다""...소비자 불만↑",0,,0000.00.00. 오전 0:00
ko_gpt_133," ""구글, 한국서 철수할 수도"" vs ""한국에서는 성공할 것""",0,,0000.00.00. 오전 0:00
ko_gpt_134," ""北, 핵·미사일 개발 계속""",0,,0000.00.00. 오전 0:00
ko_gpt_135," ""우리는 모두 연결돼 있다""",0,,0000.00.00. 오전 0:00
ko_gpt_136," ""삼성, 애플에 밀려 스마트폰 점유율 하락""",0,,0000.00.00. 오전 0:00
ko_gpt_137," ""삼성, 애플에 '갤럭시' 상표권 침해 소송""",0,,0000.00.00. 오전 0:00
ko_gpt_138," ""아이폰5S·아이폰6S, 카메라 성능은?""",0,,0000.00.00. 오전 0:00
ko_gpt_139," ""국내 이통3사, LTE 무제한 요금제 출시""",0,,0000.00.00. 오전 0:00
ko_gpt_140," ""갤럭시S6엣지 예약판매, 전작보다 2배 이상""",0,,0000.00.00. 오전 0:00
ko_gpt_141," ""아이폰5S·아이폰5C, 출시 후 첫 주말 판매 1위""",0,,0000.00.00. 오전 0:00
ko_gpt_142," ""한국, 美에 양보"" vs ""美, 韓에 양보""",0,,0000.00.00. 오전 0:00
ko_gpt_143," ""한국은 IT 강국""",0,,0000.00.00. 오전 0:00
ko_gpt_144," ""삼성, 애플에 밀려 점유율 하락""",0,,0000.00.00. 오전 0:00
ko_gpt_145," ""미국발 긴축 완화 기대감 후퇴""",0,,0000.00.00. 오전 0:00
ko_gpt_146," ""한국의 IT기술은 이미 세계적""",0,,0000.00.00. 오전 0:00
ko_gpt_147," ""이제 집에 간다""",0,,0000.00.00. 오전 0:00
ko_gpt_148," ""한국, 일본에 밀리고 중국에 쫓기고""",0,,0000.00.00. 오전 0:00
ko_gpt_149," 삼성, 美서 갤럭시탭 10.1 판매",0,,0000.00.00. 오전 0:00
ko_gpt_150," ""한국은 안전한 나라""",0,,0000.00.00. 오전 0:00
ko_gpt_151," '갤럭시S8', 갤럭시S7보다 2배 빠른 속도",0,,0000.00.00. 오전 0:00
ko_gpt_152," ""갤럭시S7, 갤럭시S7 엣지, 갤럭시S6보다 좋다""",0,,0000.00.00. 오전 0:00
ko_gpt_153," ""한국, IT강국 맞나요?""",0,,0000.00.00. 오전 0:00
ko_gpt_154," ""삼성, 갤럭시S6에 지문인식 기능 탑재""",0,,0000.00.00. 오전 0:00
ko_gpt_155," ""한국, 과학기술혁신 역량 세계 4위""",0,,0000.00.00. 오전 0:00
ko_gpt_156," ""한국, G20 회의서 환율전쟁 막아라""",0,,0000.00.00. 오전 0:00
ko_gpt_157," ""삼성·LG, 스마트폰으로 TV도 본다""",0,,0000.00.00. 오전 0:00
ko_gpt_158," ""한국, 미국에 수출 의존 높아""",0,,0000.00.00. 오전 0:00
ko_gpt_159," ""아이폰6S, 카메라 성능 개선""...아이폰6S, 카메라 성능 개선",0,,0000.00.00. 오전 0:00
ko_gpt_160," ""애플, 아이폰5S·아이폰5C 공개""아이폰5S는 아이폰5보다 카메라 기능이 강화됐고, 아이폰5C는 아이폰5보다 두께가 얇아",0,,0000.00.00. 오전 0:00
ko_gpt_161," ""아이패드, 2년 뒤엔 사라질 것""",0,,0000.00.00. 오전 0:00
ko_gpt_162," ""한국은 IT강국"" vs ""IT는 중국이 최강""",0,,0000.00.00. 오전 0:00
ko_gpt_163," ""한국, 중국에 밀리고 일본에 치이고""",0,,0000.00.00. 오전 0:00
ko_gpt_164," ""아이폰은 혁신이 아니다"" 애플의 반격",0,,0000.00.00. 오전 0:00
ko_gpt_165," ""한국, 美·中 사이서 '샌드위치'""",0,,0000.00.00. 오전 0:00
ko_gpt_166," ""애플, 아이폰7·7플러스 출시 지연될 것""",0,,0000.00.00. 오전 0:00
ko_gpt_167," ""국내서도 아이폰 쓰세요"" KT, 아이폰5 출시",0,,0000.00.00. 오전 0:00
ko_gpt_168," ""내 손으로 만든 앱""",0,,0000.00.00. 오전 0:00
ko_gpt_169," ""스마트폰으로 영화를 보세요""",0,,0000.00.00. 오전 0:00
ko_gpt_170," ""삼성, 애플 소송에 '진흙탕 싸움' 되지 않길""",0,,0000.00.00. 오전 0:00
ko_gpt_171," ""삼성전자, 애플에 밀려 '위기'""",0,,0000.00.00. 오전 0:00
ko_gpt_172," ""애플, 아이폰6에 지문인식 기능 넣을 것""",0,,0000.00.00. 오전 0:00
ko_gpt_173," ""갤럭시S6, 갤럭시S6 엣지, 갤럭시S6 엣지 플러스, 갤럭시S6 엣지 플러스, 갤럭시S6 엣지 플러스, 갤럭시S6 엣지 플러스, 갤럭시S6 엣지 플러스, 갤럭시S6 엣지",0,,0000.00.00. 오전 0:00
ko_gpt_174," ""삼성, 애플에 특허침해 소송"" vs ""애플, 삼성보다 특허 많다""",0,,0000.00.00. 오전 0:00
ko_gpt_175," ""한국은 IT 강국""...스마트폰·태블릿PC 인기",0,,0000.00.00. 오전 0:00
ko_gpt_176," ""한국, 일본 제치고 세계 5위""",0,,0000.00.00. 오전 0:00
ko_gpt_177," ""아이폰6, 전작보다 성능 좋다"" vs ""혁신 없다""",0,,0000.00.00. 오전 0:00
ko_gpt_178," ""우리는 지금 어디에 있는가?""",0,,0000.00.00. 오전 0:00
ko_gpt_179," ""한국은 IT강국"" vs ""IT는 미국이 원조""",0,,0000.00.00. 오전 0:00
ko_gpt_180," ""삼성, 애플에 소송 안 한다""",0,,0000.00.00. 오전 0:00
ko_gpt_181," ""갤럭시S5, 카메라 성능 뛰어나지만...""",0,,0000.00.00. 오전 0:00
ko_gpt_182," ""구글, 한국서만 세금 안 내나"" vs ""구글, 세금 안내는 게 맞다""",0,,0000.00.00. 오전 0:00
ko_gpt_183," ""세계 최초의 5G 서비스는 우리가 먼저""KT, 5G 글로벌 시장 선점 박차",0,,0000.00.00. 오전 0:00
ko_gpt_184," ""한국, 이젠 기술에서도 일본에 뒤진다""",0,,0000.00.00. 오전 0:00
ko_gpt_185," ""한국, 세계 1위 스마트폰 생산국""",0,,0000.00.00. 오전 0:00
ko_gpt_186," ""아이폰8, 갤럭시노트8, LG V30, 갤럭시S9, G7""",0,,0000.00.00. 오전 0:00
ko_gpt_187," ""5G 시대, 통신장비 수출 기회""",0,,0000.00.00. 오전 0:00
ko_gpt_188," ""삼성, 갤럭시S6·엣지 공개""",0,,0000.00.00. 오전 0:00
ko_gpt_189," ""구글, 검색엔진에 '인공지능' 도입한다""",0,,0000.00.00. 오전 0:00
ko_gpt_190," [IT과학] ""나는 왜 갤럭시노트를 쓰는가""",0,,0000.00.00. 오전 0:00
ko_gpt_191," ""보안이 생명""...기업들, 보안 강화에 사활",0,,0000.00.00. 오전 0:00
ko_gpt_192," ""삼성, 갤럭시S5에 지문인식 센서 넣는다""",0,,0000.00.00. 오전 0:00
ko_gpt_193," ""한국, 미국에 '사드' 배치 요구""",0,,0000.00.00. 오전 0:00
ko_gpt_194," ""삼성, 갤럭시S6 공개""...""애플, 아이폰6 공개""",0,,0000.00.00. 오전 0:00
ko_gpt_195," ""한국, IT강국 맞나요?""",0,,0000.00.00. 오전 0:00
ko_gpt_196," ""구글이 안드로이드를 훔쳤다"" vs ""구글이 안드로이드를 훔쳤다""",0,,0000.00.00. 오전 0:00
ko_gpt_197," ""애플, 아이폰5S·아이패드 미니 공개...가격은 전작과 비슷""",0,,0000.00.00. 오전 0:00
ko_gpt_198," ""한국서 원격의료 허용""",0,,0000.00.00. 오전 0:00
ko_gpt_199," ""우리는 함께 있다""...SKT, '갤럭시S8' 체험행사",0,,0000.00.00. 오전 0:00
ko_gpt_200," ""갤럭시S8, 카메라 성능은 좋지만...""",0,,0000.00.00. 오전 0:00
ko_gpt_201," ""아이폰5가 잘 팔리는 이유는?""",0,,0000.00.00. 오전 0:00
ko_gpt_202," ""삼성, 갤럭시S3로 애플 잡는다"" vs ""애플, 아이폰5로 반격한다""",0,,0000.00.00. 오전 0:00
ko_gpt_203," ""한국은 IT강국""...'IT 코리아' 위상 높아져",0,,0000.00.00. 오전 0:00
ko_gpt_204," ""한국은 IT 강국""...한·미·일·중·대만·홍콩·싱가포르·인도 등 7개국서 'IT 올림픽' 개최",0,,0000.00.00. 오전 0:00
ko_gpt_205," ""LG전자, 올레드TV로 프리미엄 시장 공략""",0,,0000.00.00. 오전 0:00
ko_gpt_206," ""우리가 만든 앱이 이렇게 잘 팔릴 줄 몰랐다""",0,,0000.00.00. 오전 0:00
ko_gpt_207," ""한국 IT경쟁력, 세계 2위""",0,,0000.00.00. 오전 0:00
ko_gpt_208," ""한국, 미국과 FTA 재협상"" vs ""美, 한국에 양보할 것""",0,,0000.00.00. 오전 0:00
ko_gpt_209," ""아이폰5가 내 눈을 대신하는 시대가 올 것""",0,,0000.00.00. 오전 0:00
ko_gpt_210," ""삼성, 애플에 밀려 스마트폰 시장 2위""",0,,0000.00.00. 오전 0:00
ko_gpt_211," ""갤럭시S3 가격, 아이폰5보다 비싸다""",0,,0000.00.00. 오전 0:00
ko_gpt_212," ""내 스마트폰은 어디로 갔을까?""",0,,0000.00.00. 오전 0:00
ko_gpt_213," ""삼성 갤럭시S4, 아이폰6보다 카메라 성능 뛰어나""",0,,0000.00.00. 오전 0:00
ko_gpt_214," '갤럭시S3', '갤럭시노트2'보다 더 많이 팔렸다",0,,0000.00.00. 오전 0:00
ko_gpt_215," ""한국, 중국보다 미국서 더 큰 기회""",0,,0000.00.00. 오전 0:00
ko_gpt_216," ""애플, 아이폰5에 NFC기능 추가""",0,,0000.00.00. 오전 0:00
ko_gpt_217," ""한국도 아이폰 쓰고 싶다""",0,,0000.00.00. 오전 0:00
ko_gpt_218," ""아이폰6는 혁신이 부족해""",0,,0000.00.00. 오전 0:00
ko_gpt_219," ""삼성, 애플에 특허료 지불하라"" vs. ""애플, 삼성 특허 침해""",0,,0000.00.00. 오전 0:00
ko_gpt_220," '갤럭시S6', 카메라 성능 대폭 개선",0,,0000.00.00. 오전 0:00
ko_gpt_221," ""이 정도면 스마트폰이죠""",0,,0000.00.00. 오전 0:00
ko_gpt_222," ""삼성·LG, 중국서 고전...중국업체 추격에 발목""",0,,0000.00.00. 오전 0:00
ko_gpt_223," ""한국, 'AI'에 올인""...정부, AI R&D에 1조 투자",0,,0000.00.00. 오전 0:00
ko_gpt_224," ""이제 집에 간다""",0,,0000.00.00. 오전 0:00
ko_gpt_225," ""나는 '갤럭시'다""...갤럭시S6·S6엣지 공개",0,,0000.00.00. 오전 0:00
ko_gpt_226," ""갤럭시S3 출시, 다음달 초부터 판매""",0,,0000.00.00. 오전 0:00
ko_gpt_227," ""한국, 블록체인 기술 선도국""",0,,0000.00.00. 오전 0:00
ko_gpt_228," ""삼성, 애플에 특허침해 소송""",0,,0000.00.00. 오전 0:00
ko_gpt_229," ""한국 IT, 중국에 추월당하다""",0,,0000.00.00. 오전 0:00
ko_gpt_230," ""한국, IT강국 맞나요?""",0,,0000.00.00. 오전 0:00
ko_gpt_231," ""아이폰은 한국이 최고""",0,,0000.00.00. 오전 0:00
ko_gpt_232," ""한국, IT강국 맞나요?""...'IT강국' 무색한 한국IT산업",0,,0000.00.00. 오전 0:00
ko_gpt_233," ""우리는 모두 연결되어 있다""",0,,0000.00.00. 오전 0:00
ko_gpt_234," ""아이폰6는 아이폰5S보다 좋아""",0,,0000.00.00. 오전 0:00
ko_gpt_235," ""아이폰6S, 카메라 성능 개선""",0,,0000.00.00. 오전 0:00
ko_gpt_236," ""한국, IT강국 맞나요?""",0,,0000.00.00. 오전 0:00
ko_gpt_237," ""스마트폰도 이제는 '스마트'해진다""",0,,0000.00.00. 오전 0:00
ko_gpt_238," ""한국, 중국의 '사드 보복'에 굴복""",0,,0000.00.00. 오전 0:00
ko_gpt_239," ""우리는 이제 막 시작했다""",0,,0000.00.00. 오전 0:00
ko_gpt_240," ""한국, 스마트폰 보급률 세계 1위""",0,,0000.00.00. 오전 0:00
ko_gpt_241," ""한국, 中에 추월당하면 일본꼴 난다""",0,,0000.00.00. 오전 0:00
ko_gpt_242," ""삼성, 갤럭시S8에 홍채인식 기능 넣는다""",0,,0000.00.00. 오전 0:00
ko_gpt_243," [IT과학] ""스마트폰 배터리는 소모품""...배터리 교체 비용 최대 100만원",0,,0000.00.00. 오전 0:00
ko_gpt_244," ""한국도 이제 선진국"" vs ""아직 멀었다""",0,,0000.00.00. 오전 0:00
ko_gpt_245," ""한국, IT에 발목잡혀""",0,,0000.00.00. 오전 0:00
ko_gpt_246," ""한국이 먼저"" vs ""미국이 먼저""",0,,0000.00.00. 오전 0:00
ko_gpt_247," ""한국에는 없는 것만 있다""",0,,0000.00.00. 오전 0:00
ko_gpt_248," ""갤럭시S4, 이 정도면 합격""",0,,0000.00.00. 오전 0:00
ko_gpt_249," ""애플, 아이폰6S로 '갤노트5'와 정면승부""",0,,0000.00.00. 오전 0:00
ko_gpt_250," ""한국은 IT강국""...한·미 정상회담 후 IT분야 협력 강화",0,,0000.00.00. 오전 0:00
ko_gpt_251," ""중국서 한국산 배터리 탑재 전기차가 폭발했다""",0,,0000.00.00. 오전 0:00
ko_gpt_252," ""애플, 中에 특허료 지불""...中 ""애플, 중국법 위반""",0,,0000.00.00. 오전 0:00
ko_gpt_253," ""갤럭시 S6, 전작보다 잘 팔릴 것"" vs ""갤럭시S6, 전작보다 못 팔 것""",0,,0000.00.00. 오전 0:00
ko_gpt_254," ""한국 IT는 중국에 추월당했다""",0,,0000.00.00. 오전 0:00
